rho,k,seed,emp_gap,th_gap,ratio
0.7,5,12,0.04641064215593871,1.9053970100000002,0.024357465616018103
0.7,5,13,0.05301731570606516,1.9053970100000002,0.027824813111292306
0.7,5,14,0.07122356312349143,1.9053970100000002,0.03737990704808098
0.7,5,15,0.0562714432341096,1.9053970100000002,0.029532660615495344
0.7,5,16,0.037288605765575245,1.9053970100000002,0.019569992799335422
0.7,5,17,0.09144480972740898,1.9053970100000002,0.04799252294796504
0.7,5,18,0.06915218642230081,1.9053970100000002,0.03629279675541257
0.7,5,19,0.05836352645680454,1.9053970100000002,0.03063063820846687
0.7,5,20,0.05182725153406964,1.9053970100000002,0.027200237673339078
0.7,5,21,0.0654157670794604,1.9053970100000002,0.034331830445908165
0.7,5,22,0.03181622335074574,1.9053970100000002,0.016697949657612687
0.7,5,23,0.028935195345685116,1.9053970100000002,0.015185914113345394
0.7,5,24,0.04206770473724997,1.9053970100000002,0.02207818345282801
0.7,5,25,0.062112634416850776,1.9053970100000002,0.032598263821591054
